School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
P.S. 47 - BRONX,X,12,ROOFS/PARAPETS/MASONRY/FLOOD,9142000,CIP,X047,1794 EAST 172 STREET,Bronx,10472,BRONX    ,40.832902,-73.866848,9,18,76,2025622,2037860016,West Farms-Bronx River                                                     ,"(40.832902, -73.866848)",
P.S. 48 - BRONX,X,8,FULL ACCESSIBILITY,9100000,CIP,X048,1290 SPOFFORD AVENUE,Bronx,10474,BRONX    ,40.814425,-73.886953,2,17,93,2006680,2027660001,Hunts Point                                                                ,"(40.814425, -73.886953)",
P.S. 66 - BRONX,X,12,RENEWAL SCHOOL BASED HEALTH CENTER,1794786,CIP,X066,1001 JENNINGS STREET,Bronx,10460,BRONX    ,40.831165,-73.887094,3,17,157,2010916,2030080001,Crotona Park East                                                          ,"(40.831165, -73.887094)",
P.S. 70 - BRONX,X,9,EXT MASONRY/ROOFS/PARAPETS,6431300,CIP,X070,1691 WEEKS AVENUE,Bronx,10457,BRONX    ,40.844253,-73.907616,4,15,22902,2007387,2027930028,Mount Hope                                                                 ,"(40.844253, -73.907616)",
I.S. 424 - BRONX,X,8,DEFECTIVE RETAINING WALL,399000,CIP,X074,730 BRYANT AVENUE,Bronx,10474,BRONX    ,40.815477,-73.88577,2,17,117,2006566,2027630279,Hunts Point                                                                ,"(40.815477, -73.88577)",
I.S. 80 - BRONX,X,10,ACCESSIBILITY,2583000,CIP,X080,149 EAST MOSHOLU PKWY N,Bronx,10467,BRONX    ,40.876299,-73.881532,7,11,419,2018046,2033360035,Norwood                                                                    ,"(40.876299, -73.881532)",
P.S. 81 - BRONX,X,10,WINDOW/ROOFS/EXT MASONRY/FLOOD,3147559,CIP,X081,5550 RIVERDALE AVENUE,Bronx,10471,BRONX    ,40.903553,-73.905229,8,11,337,2084806,2058501550,North Riverdale-Fieldston-Riverdale                                        ,"(40.903553, -73.905229)",
I.S. 232 - BRONX,X,9,OIL VAULT & STAIRWAY/PIPING/TOILETS/FLOOD,8819000,CIP,X082,1700 MACOMBS ROAD,Bronx,10453,BRONX    ,40.849623,-73.91607,5,14,21502,2008460,2028660070,University Heights-Morris Heights                                          ,"(40.849623, -73.91607)",
I.S. 113 - BRONX,X,11,FUEL OIL TANK LEAKAGE/CLIMATE CTRL,5677330,CIP,X113,3710 BARNES AVENUE,Bronx,10467,BRONX    ,40.880873,-73.860904,12,12,390,2058396,2046750020,Williamsbridge-Olinville                                                   ,"(40.880873, -73.860904)",
I.S. 123 - BRONX,X,8,RENEWAL SCHOOL BASED HEALTH CENTER,1950000,CIP,X123,1025 MORRISON AVENUE,Bronx,10472,BRONX    ,40.825403,-73.873666,9,18,48,2087014,2037180001,Soundview-Bruckner                                                         ,"(40.825403, -73.873666)",
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX    ,40.829232,-73.856734,9,18,4001,2025717,2037900040,Soundview-Bruckner                                                         ,"(40.829232, -73.856734)",
I.S. 322 - BRONX,X,11,PERMANENT REPAIRS (CEILING TILES),2787000,CIP,X135,2441 WALLACE AVENUE,Bronx,10467,BRONX    ,40.862109,-73.864577,11,13,330,2051313,2044320001,Bronxdale                                                                  ,"(40.862109, -73.864577)",
X186 SPED - BRONX,X,12,PARAPET/FLOOD ELIM/EXT MASONRY/ROOFS,11642000,CIP,X136,750 JENNINGS STREET,Bronx,10459,BRONX    ,40.83182,-73.898075,3,16,151,2010344,2029690001,Morrisania-Melrose                                                         ,"(40.83182, -73.898075)",
I.S. 391 - BRONX,X,10,RENEWAL SBHC,2068500,CIP,X137,2225 WEBSTER AVENUE,Bronx,10457,BRONX    ,40.854493,-73.896717,5,15,379,2013307,2031430043,Mount Hope                                                                 ,"(40.854493, -73.896717)",
I.S. 244 - BRONX,X,10,ACCESS RAMP & WALL/FLOOD/ROOFS/PARAPETS,4745900,CIP,X143,120 WEST 231 STREET,Bronx,10463,BRONX    ,40.875911,-73.901099,8,14,273,2015547,2032530141,Van Cortlandt Village                                                      ,"(40.875911, -73.901099)",
I.S. 144 - BRONX,X,11,PLANYC BOILER CONVERSION/CLIMATE CONTROL,5423000,CIP,X144,2545 GUNTHER AVENUE,Bronx,10469,BRONX    ,40.863735,-73.83607,11,13,310,2053518,2044930001,Allerton-Pelham Gardens                                                    ,"(40.863735, -73.83607)",
I.S. 145 - BRONX,X,9,REPAIR SINK HOLE,653815,CIP,X145,1000 TELLER AVENUE,Bronx,10456,BRONX    ,40.827941,-73.914374,4,16,173,2097111,2024240001,East Concourse-Concourse Village                                           ,"(40.827941, -73.914374)",
I.S. 339 - BRONX,X,9,RENEWAL SCHOOL BASED HEALTH CENTER,1920000,CIP,X147,1600 WEBSTER AVENUE,Bronx,10457,BRONX    ,40.840878,-73.904754,3,16,167,2009400,2028970005,Claremont-Bathgate                                                         ,"(40.840878, -73.904754)",
BRONX EARLY COLLEGE ACADEMY,X,9,SCIENCE LAB UPGRADE,2889000,CIP,X166,250 EAST 164 STREET,Bronx,10456,BRONX    ,40.828696,-73.917668,4,16,18302,2002497,2024460043,East Concourse-Concourse Village                                           ,"(40.828696, -73.917668)",
P.S. 236 - BRONX,X,9,FALLING COPING STONES/EXT MASONRY,2589000,CIP,X173,1871 WALTON AVENUE,Bronx,10453,BRONX    ,40.848899,-73.909528,5,14,23301,2098479,2028510021,Mount Hope                                                                 ,"(40.848899, -73.909528)",
BRONX MATH PREP - BRONX,X,8,PAVED AREAS-CONCRETE,470000,CIP,X174,456 WHITE PLAINS ROAD,Bronx,10473,BRONX    ,40.814833,-73.85658,9,18,4,2020580,2034780018,Soundview-Castle Hill-Clason Point-Harding Park                            ,"(40.814833, -73.85658)",
P.S. 230 - BRONX,X,9,SEWAGE LEAK/FIRE SYS SPRINKLER/CRACKED CONCRETE/FA,14230000,CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10453,BRONX    ,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          ,"(40.852536, -73.921467)",
I.S. 254 - BRONX,X,10,FACADE/ROOFS,3600000,CIP,X254,2452 WASHINGTON AVENUE,Bronx,10458,BRONX    ,40.858815,-73.890232,6,15,387,2103863,2030580003,Belmont                                                                    ,"(40.858815, -73.890232)",
MORRIS H.S.,X,9,CERTIFICATE OF OCCUPANCY,5229000,CIP,X400,1110 BOSTON RD,Bronx,10456,BRONX    ,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         ,"(40.827642, -73.904473)",
HERBERT H. LEHMAN HS - X,X,11,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,29723000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10461,BRONX    ,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   ,"(40.840702, -73.838545)",
CHRISTOPHER COLUMBUS HS - X,X,11,PARAPETS/ROOFS/EXT MASONRY,5577000,CIP,X415,925 ASTOR AVENUE,Bronx,10469,BRONX    ,40.859665,-73.861006,11,13,324,2050179,2043580001,Bronxdale                                                                  ,"(40.859665, -73.861006)",
MONROE ACAD FOR VISUAL ARTS -,X,12,BOILER/CLIMATE CONTROL/WATER INFILTRATION,8511800,CIP,X420,1300 BOYNTON AVENUE,Bronx,10472,BRONX    ,40.831601,-73.878912,9,18,56,2027459,2038640001,West Farms-Bronx River                                                     ,"(40.831601, -73.878912)",
KINGSBRIDGE INTERNATIONAL HS -,X,10,FY16 RESO A RETRACTABLE WALL,190000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX    ,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      ,"(40.870293, -73.898309)",
M.S./H.S. 342 - BRONX,X,10,BOILER FOR SWIMMING,2152000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10468,BRONX    ,40.870293,-73.898309,7,11,409,2015241,2032470070,Van Cortlandt Village                                                      ,"(40.870293, -73.898309)",
I.S. 243 - BRONX,X,10,ROOFS/PARAPETS/EXT MASONRY/WINDOWS,50553000,CIP,X435,500 EAST FORDHAM ROAD,Bronx,10458,BRONX    ,40.860043,-73.888267,6,15,387,2011810,2030590001,Belmont                                                                    ,"(40.860043, -73.888267)",
DEWITT CLINTON HS - X,X,10,EXTERIOR MASONRY/FLOOD ELIMINATION/PARAPETS/ROOF,27189000,CIP,X440,100 W MOSHOLU PKWY S,Bronx,10468,BRONX    ,40.882178,-73.88691,7,11,409,2095215,2032510201,Van Cortlandt Village                                                      ,"(40.882178, -73.88691)",
BRONX HS OF SCIENCE - X,X,10,ROOF REPLACEMENT/PARAPETS,8985000,CIP,X445,75 W 205 STREET,Bronx,10468,BRONX    ,40.87759,-73.89104,7,11,409,2094706,2032510201,Van Cortlandt Village                                                      ,"(40.87759, -73.89104)",
JOHN F. KENNEDY HS - BRONX,X,10,SCIENCE LAB UPGRADE,5547000,CIP,X475,99 TERRACE VIEW AVENUE,Bronx,10463,BRONX    ,40.877105,-73.912256,8,10,309,1064532,1022150080,Marble Hill-Inwood                                                         ,"(40.877105, -73.912256)",
MARBLE HILL INTERNATIONAL HS -,X,10,EXT MASONRY/SCIENCE LAB UPG/INTERIOR SPACES,10711000,CIP,X475,99 TERRACE VIEW AVENUE,Bronx,10463,BRONX    ,40.877105,-73.912256,8,10,309,1064532,1022150080,Marble Hill-Inwood                                                         ,"(40.877105, -73.912256)",
ALFRED E. SMITH HS - X,X,7,FY16 RESO A AUDITORIUM UPGRADE,464500,CIP,X600,333 EAST 151 STREET,Bronx,10451,BRONX    ,40.818232,-73.919867,1,17,67,2001874,2024110022,Melrose South-Mott Haven North                                             ,"(40.818232, -73.919867)",
X721 SPED - BRONX,X,11,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5390630,CIP,X722,2697 WESTCHESTER AVENUE,Bronx,10461,BRONX    ,40.842289,-73.838949,11,13,284,2045725,2041330200,Van Nest-Morris Park-Westchester Square                                    ,"(40.842289, -73.838949)",
P.S. 226 - BRONX,X,10,DEFECTIVE MASONRY/ROOFS/FLOOD ELIMINATION,2787000,CIP,X826,1950 SEDGWICK AVENUE,Bronx,10453,BRONX    ,40.856586,-73.916198,5,14,249,2096465,2032220100,University Heights-Morris Heights                                          ,"(40.856586, -73.916198)",
P.S. 226 - BRONX,X,10,FY08 RESO A GYM UPGRADE,4800000,CIP,X827,1910 SEDGWICK AVENUE,Bronx,10453,BRONX    ,40.855944,-73.916358,5,14,249,2096465,2032220100,University Heights-Morris Heights                                          ,"(40.855944, -73.916358)",
P.S. 246 - BRONX,X,10,ELEVATOR/EXT MASONRY/FLOOD/PARAPETS/ROOFS/WALL,11448000,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,BRONX    ,40.865593,-73.894758,7,14,401,2013830,2031680027,Bedford Park-Fordham North                                                 ,"(40.865593, -73.894758)",
P.S. 32 ADDITION - BROOKLYN,K,15,Addition,74426000,CAP,K032,317 HOYT STREET,Brooklyn,11231,BROOKLYN ,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   ,"(40.680445, -73.991949)",11/13/2017
P.S. 101 - BROOKLYN,K,21,Addition,65999000,CAP,K101,2360 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.597863,-73.991693,11,47,302,3185973,3068750032,Bensonhurst East                                                           ,"(40.597863, -73.991693)",11/13/2017
EDUCATIONAL CAMPUS @ 500 19TH STREET - BROOKLYN,K,15,Lease,15400000,CAP,K280,500 19TH STREET,Brooklyn,11215,BROOKLYN ,40.656944,-73.983115,7,38,1502,3017307,3008890001,Windsor Terrace                                                            ,"(40.656944, -73.983115)",11/13/2017
P.S./I.S. 338 - BROOKLYN,K,22,Demo,739309,CAP,K338,21 HINCKLEY PLACE,Brooklyn,11218,BROOKLYN ,40.644469,-73.971032,12,40,492,3124801,3053420006,Kensington-Ocean Parkway                                                   ,"(40.644469, -73.971032)",11/13/2017
P.S./I.S. 338 - BROOKLYN,K,22,New,67683691,CAP,K338,21 HINCKLEY PLACE,Brooklyn,11218,BROOKLYN ,40.644469,-73.971032,12,40,492,3124801,3053420006,Kensington-Ocean Parkway                                                   ,"(40.644469, -73.971032)",11/13/2017
P.S. @ 4302 4TH AVENUE - BROOKLYN,K,15,New,0,CAP,K557,4302 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.650305,-74.008602,7,38,82,3337162,3007280036,Sunset Park West                                                           ,"(40.650305, -74.008602)",11/13/2017
PRE-K CENTER @ 369 93RD STREET - BROOKLYN,K,20,New,27637000,CAP,K613,369 93RD STREET,Brooklyn,11209,BROOKLYN ,40.618041,-74.031381,10,43,58,3155119,3061030042,Bay Ridge                                                                  ,"(40.618041, -74.031381)",11/13/2017
P.S./I.S. @ 3269 ATLANTIC AVENUE - BROOKLYN,K,19,New,14968000,CAP,K667,3269 ATLANTIC AVENEUE,Brooklyn,11218,,,,,,,,,,,11/13/2017
P.S. 677 - BROOKLYN,K,84,Lease,0,CAP,K677,139 MENAHAN STREET,Brooklyn,11221,BROOKLYN ,40.695717,-73.919473,4,37,419,3325706,3033060015,Bushwick South                                                             ,"(40.695717, -73.919473)",11/13/2017
P.S. 746 - BROOKLYN,K,20,New,92747000,CAP,K746,256 59TH STREET,Brooklyn,11220,BROOKLYN ,40.643337,-74.021011,7,38,22,3016235,3008610029,Sunset Park West                                                           ,"(40.643337, -74.021011)",11/13/2017
PRE-K CENTER @ 1355 84TH STREET - BROOKLYN,K,20,Lease,0,CAP,K762,1355 84TH STREET,Brooklyn,11228,BROOKLYN ,40.614466,-74.011425,10,43,150,3335077,3063090048,Dyker Heights                                                              ,"(40.614466, -74.011425)",11/13/2017
P.S. 884 - BROOKLYN,K,84,Lease,0,CAP,K884,15 SNYDER AVENUE,Brooklyn,11226,BROOKLYN ,40.648568,-73.957639,14,40,794,3117232,3051030101,Erasmus                                                                    ,"(40.648568, -73.957639)",11/13/2017
P.S. 884 - BROOKLYN,K,84,Lease,2162000,CAP,K884,15 SNYDER AVENUE,Brooklyn,11226,BROOKLYN ,40.648568,-73.957639,14,40,794,3117232,3051030101,Erasmus                                                                    ,"(40.648568, -73.957639)",11/13/2017
I.S. 323 - MANHATTAN,M,2,New,98820000,CAP,M323,75 MORTON STREET,Manhattan,10014,MANHATTAN,40.730999,-74.007191,2,3,69,1010407,1006030049,West Village                                                               ,"(40.730999, -74.007191)",11/13/2017
P.S. 342 (RIVERSIDE CENTER) - MANHATTAN,M,3,New,74425721,CAP,M342,300 WEST 61ST STREET,Manhattan,10023,MANHATTAN,40.772883,-73.989609,7,6,151,1088870,1011717510,Lincoln Square                                                             ,"(40.772883, -73.989609)",11/13/2017
,M,2,,0,CAP,M777,227 WEST 27TH STREET,Manhattan,,,,,,,,,,,,11/13/2017
ISHS @ M837,M,78,Lease,13694000,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.772007,-73.987479,7,6,151,1030328,1011540108,Lincoln Square                                                             ,"(40.772007, -73.987479)",11/13/2017
P.S. 303 - QUEENS,Q,28,Addition,65987000,CAP,Q003,108-55 69TH AVENUE,Queens,11375,QUEENS   ,40.725098,-73.845091,6,29,739,4052265,4022180021,Forest Hills                                                               ,"(40.725098, -73.845091)",11/13/2017
P.S. 303 - QUEENS,Q,28,Demo,5183000,CAP,Q003,108-55 69TH AVENUE,Queens,11375,QUEENS   ,40.725098,-73.845091,6,29,739,4052265,4022180021,Forest Hills                                                               ,"(40.725098, -73.845091)",11/13/2017
P.S. 11 - QUEENS,Q,30,Addition,91875000,CAP,Q011,54-25 SKILLMAN AVENUE,Queens,11377,QUEENS   ,40.745244,-73.90872,2,26,251,4552510,4012390001,Woodside                                                                   ,"(40.745244, -73.90872)",11/13/2017
P.S. 19 - QUEENS,Q,24,Addition,95491911,CAP,Q019,98-02 ROOSEVELT AVENUE,Queens,11368,QUEENS   ,40.749381,-73.867354,4,21,409,4437176,4016070001,North Corona                                                               ,"(40.749381, -73.867354)",11/13/2017
P.S. 24 ADDITION - QUEENS,Q,25,Addition,82451000,CAP,Q024,141-11 HOLLY AVENUE,Queens,11355,QUEENS   ,40.75146,-73.817849,7,20,1205,4117403,4052010021,East Flushing                                                              ,"(40.75146, -73.817849)",11/13/2017
P.S. 49 - QUEENS,Q,24,Addition,31534000,CAP,Q049,63-60 80TH STREET,Queens,11379,QUEENS   ,40.719867,-73.875093,5,30,663,4069253,4029900045,Middle Village                                                             ,"(40.719867, -73.875093)",11/13/2017
P.S. 50 - QUEENS,Q,28,Addition,55182000,CAP,Q050,143-26 101 AVENUE,Queens,11435,QUEENS   ,40.695238,-73.807364,12,28,206,4214461,4100240012,Jamaica                                                                    ,"(40.695238, -73.807364)",11/13/2017
P.S. 66 - QUEENS,Q,27,Addition,27737773,CAP,Q066,85-11 102 STREET,Queens,11418,QUEENS   ,40.697836,-73.846558,9,32,24,4191497,4091830001,Richmond Hill                                                              ,"(40.697836, -73.846558)",11/13/2017
I.S. 125 ADDITION - QUEENS,Q,24,Addition,83800000,CAP,Q125,46-02 47 AVENUE,Queens,11377,QUEENS   ,40.741131,-73.918945,2,26,235,4052874,4022840006,Hunters Point-Sunnyside-West Maspeth                                       ,"(40.741131, -73.918945)",11/13/2017
P.S. 131 - QUEENS,Q,29,Addition,0,CAP,Q131,170-45 84TH AVENUE,Queens,11432,QUEENS   ,40.716617,-73.794637,8,24,456,4211112,4098750001,Briarwood-Jamaica Hills                                                    ,"(40.716617, -73.794637)",11/13/2017
P.S. 143 - QUEENS,Q,24,Demo,2688000,CAP,Q143,34-74 113 STREET,Queens,11368,QUEENS   ,40.755451,-73.855192,3,21,381,4043827,4017560025,North Corona                                                               ,"(40.755451, -73.855192)",11/13/2017
P.S. 143 ADDITION - QUEENS,Q,24,Addition,87980000,CAP,Q143,34-74 113 STREET,Queens,11368,QUEENS   ,40.755451,-73.855192,3,21,381,4043827,4017560025,North Corona                                                               ,"(40.755451, -73.855192)",11/13/2017
P.S. 144 - QUEENS,Q,28,Addition,52373773,CAP,Q144,93-02 69 AVENUE,Queens,11375,QUEENS   ,40.714978,-73.853372,6,29,729,4076870,4032120001,Forest Hills                                                               ,"(40.714978, -73.853372)",11/13/2017
P.S. 163 - QUEENS,Q,25,Addition,43834000,CAP,Q163,159-01 59 AVENUE,Queens,11365,QUEENS   ,40.740565,-73.809131,7,20,1215,4146042,4067260070,Queensboro Hill                                                            ,"(40.740565, -73.809131)",11/13/2017
P.S. 176 - QUEENS,Q,29,Addition,50247000,CAP,Q176,120-45 235 STREET,Queens,11411,QUEENS   ,40.685492,-73.729982,13,27,614,4276382,4128200001,Cambria Heights                                                            ,"(40.685492, -73.729982)",11/13/2017
P.S. 128 ADDITION - QUEENS,Q,24,Addition,31821000,CAP,Q247,69-10 65TH DRIVE,Queens,11379,QUEENS   ,40.715344,-73.886215,5,30,659,4070445,4030270037,Middle Village                                                             ,"(40.715344, -73.886215)",11/13/2017
P.S. 92 - QUEENS,Q,30,Addition,42410002,CAP,Q292,99-01 34TH AVENUE,Queens,11368,QUEENS   ,40.755418,-73.869017,3,21,377,4042496,4017140018,North Corona                                                               ,"(40.755418, -73.869017)",11/13/2017
P.S. 298 - QUEENS,Q,24,New,76850000,CAP,Q298,50-51 98TH STREET,Queens,11368,QUEENS   ,40.742167,-73.864109,4,21,44302,4046832,4018910001,Corona                                                                     ,"(40.742167, -73.864109)",11/13/2017
P.S. 335 - QUEENS,Q,27,New,70885000,CAP,Q335,150-15 RALEIGH STREET,Queens,11418,QUEENS   ,40.668127,-73.837189,10,32,88,4000000,4115600001,Ozone Park                                                                 ,"(40.668127, -73.837189)",11/13/2017
IS/HS 336 - QUEENS,Q,78,Lease,19987000,CAP,Q336,124-06 14TH AVENUE,Queens,11356,QUEENS   ,40.785327,-73.843749,7,19,925,4098406,4040890045,College Point                                                              ,"(40.785327, -73.843749)",11/13/2017
P.S. 398 - QUEENS,Q,30,New,62139000,CAP,Q398,69-01 34TH AVENUE,Queens,11377,QUEENS   ,40.752493,-73.896922,3,25,291,4028492,4012420032,Jackson Heights                                                            ,"(40.752493, -73.896922)",11/13/2017
I.S. 419 - QUEENS,Q,24,Demo,6224000,CAP,Q419,111-10 ASTORIA BOULEVARD,Queens,11369,QUEENS   ,40.7599,-73.859218,3,21,373,4000000,4017050005,East Elmhurst                                                              ,"(40.7599, -73.859218)",11/13/2017
P.S. 143 ANNEX - QUEENS,Q,24,Lease,5972300,CAP,Q908,98-07 38TH AVENUE,Queens,11368,QUEENS   ,40.750246,-73.867825,3,21,409,4043936,4017610035,North Corona                                                               ,"(40.750246, -73.867825)",11/13/2017
D75 REPLACEMENT @ 15 FAIRFIELD STREET - STATEN ISLAND,R,75,Demo,4767365,CAP,R089,15 FAIRFIELD STREET,Staten Is,10308,STATEN IS,40.56397,-74.150885,3,51,14605,5061911,5045860001,Great Kills                                                                ,"(40.56397, -74.150885)",11/13/2017
CURTIS HIGH SCHOOL ANNEX - STATEN ISLAND,R,78,Addition,69360558,CAP,R453,105B HAMILTON AVENUE,Staten Is,10301,STATEN IS,40.644735,-74.081222,1,49,7,,,West New Brighton-New Brighton-St. George                                  ,"(40.644735, -74.081222)",11/13/2017
SUSAN E. WAGNER HS ANNEX - STATEN ISLAND,R,78,Addition,24981900,CAP,R462,1220 MANOR ROAD,Staten Is,10314,STATEN IS,40.596624,-74.124334,2,50,181,5164530,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"(40.596624, -74.124334)",11/13/2017
P.S. 14 ADDITION - BRONX,X,8,Addition,50850000,CAP,X014,3041 BRUCKNER BLVD,Bronx,10461,BRONX    ,40.835779,-73.825735,10,13,184,2072754,2053130092,Schuylerville-Throgs Neck-Edgewater Park                                   ,"(40.835779, -73.825735)",11/13/2017
P.S. 19 - BRONX,X,11,Addition,50877000,CAP,X019,4318 KATONAH AVENUE,Bronx,10470,BRONX    ,40.899295,-73.8675,12,11,45102,2019463,2033860001,Woodlawn-Wakefield                                                         ,"(40.899295, -73.8675)",11/13/2017
P.S. 46 ADDITION - BRONX,X,10,Addition,84478000,CAP,X046,279 EAST 196 STREET,Bronx,10458,BRONX    ,40.866827,-73.890725,7,15,40501,2094729,2032950001,Bedford Park-Fordham North                                                 ,"(40.866827, -73.890725)",11/13/2017
P.S. 56 - BRONX,X,10,Addition,49723000,CAP,X056,341 EAST 207 STREET,Bronx,10467,BRONX    ,40.875156,-73.875217,7,11,42902,2018457,2033510001,Norwood                                                                    ,"(40.875156, -73.875217)",11/13/2017
I.S. 14 - BROOKLYN,K,22,WATER PENETRATION/PLANYC BOILER/PLANYC CLIMATE,8219000,CIP,K014,2424 BATCHELDER STREET,Brooklyn,11235,BROOKLYN ,40.593521,-73.937672,15,48,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,"(40.593521, -73.937672)",11/13/2017
P.S. 21 - BROOKLYN,K,16,LOW VOLTAGE ELECTRICAL SYSTEMS,1037000,CIP,K021,180 CHAUNCEY STREET,Brooklyn,11233,BROOKLYN ,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North                                                        ,"(40.680727, -73.926597)",11/13/2017
P.S. 25 - BROOKLYN,K,16,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,6297397,CIP,K025,787 LAFAYETTE AVENUE,Brooklyn,11221,BROOKLYN ,40.691037,-73.941342,3,36,281,3049858,3017870014,Stuyvesant Heights                                                         ,"(40.691037, -73.941342)",11/13/2017
FREDERICK DOUGLASS ACADEMY IV,K,16,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,6750000,CIP,K026,1014 LAFAYETTE AVENUE,Brooklyn,11221,BROOKLYN ,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         ,"(40.692126, -73.931731)",11/13/2017
P.S. 31 - BROOKLYN,K,14,EXTERIOR MASONRY/PARAPETS,3879237,CIP,K031,75 MESEROLE AVENUE,Brooklyn,11222,BROOKLYN ,40.726587,-73.95427,1,33,561,3065299,3025950001,Greenpoint                                                                 ,"(40.726587, -73.95427)",11/13/2017
P.S. 34 - BROOKLYN,K,14,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4448000,CIP,K034,131 NORMAN AVENUE,Brooklyn,11222,BROOKLYN ,40.726135,-73.949649,1,33,573,3065733,3026220028,Greenpoint                                                                 ,"(40.726135, -73.949649)",11/13/2017
I.S. 35 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY,8275000,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN ,40.681896,-73.935963,3,36,273,3047054,3016740011,Stuyvesant Heights                                                         ,"(40.681896, -73.935963)",11/13/2017
P.S. 44 - BROOKLYN,K,13,FY13 RESO A SCIENCE LAB UPGRADES,422000,CIP,K044,432 MONROE STREET,Brooklyn,11221,BROOKLYN ,40.686592,-73.940747,3,36,277,3051540,3018210001,Stuyvesant Heights                                                         ,"(40.686592, -73.940747)",11/13/2017
P.S. 44 - BROOKLYN,K,13,PLANYC BOILER/PLANYC CLIMATE CTRL/FIRE ALARM,5862800,CIP,K044,432 MONROE STREET,Brooklyn,11221,BROOKLYN ,40.686592,-73.940747,3,36,277,3051540,3018210001,Stuyvesant Heights                                                         ,"(40.686592, -73.940747)",11/13/2017
P.S. 48 - BROOKLYN,K,20,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,10800000,CIP,K048,6015 18 AVENUE,Brooklyn,11204,BROOKLYN ,40.621871,-73.987396,12,44,244,3132140,3055190001,Borough Park                                                               ,"(40.621871, -73.987396)",11/13/2017
J.H.S. 57 - BROOKLYN,K,16,PUBLIC ADDRESS SYSTEM REPLACEMENT,590000,CIP,K057,125 STUYVESANT AVENUE,Brooklyn,11221,BROOKLYN ,40.691274,-73.933697,3,36,291,3043822,3016160001,Stuyvesant Heights                                                         ,"(40.691274, -73.933697)",11/13/2017
BROOKLYN LANDMARK ELEMENTARY S,K,23,ENY DANCE STUDIO,203800,CIP,K073,251 MACDOUGAL STREET,Brooklyn,11233,BROOKLYN ,40.680318,-73.910644,16,37,369,3041561,3015280001,Ocean Hill                                                                 ,"(40.680318, -73.910644)",11/13/2017
K753 SPED - BROOKLYN,K,13,LOW VOLTAGE ELECTRICAL SYSTEM/ANSUL SYSTEM,706260,CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN ,40.682533,-73.968769,2,35,179,3057521,3020080001,Fort Greene                                                                ,"(40.682533, -73.968769)",11/13/2017
K753 SPED - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4827000,CIP,K085,510 CLERMONT AVENUE,Brooklyn,11238,BROOKLYN ,40.682533,-73.968769,2,35,179,3057521,3020080001,Fort Greene                                                                ,"(40.682533, -73.968769)",11/13/2017
I.S. 88 - BROOKLYN,K,15,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,5896000,CIP,K088,544 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.660024,-73.987637,7,38,147,3331276,3008800001,Sunset Park West                                                           ,"(40.660024, -73.987637)",11/13/2017
P.S. 95 - BROOKLYN,K,21,PARAPET/ROOFS/EXT MASONRY,4743000,CIP,K095,345 VAN SICKLEN STREET,Brooklyn,11223,BROOKLYN ,40.595698,-73.97518,15,47,398,3192661,3071230066,Gravesend                                                                  ,"(40.595698, -73.97518)",11/13/2017
